,,,,,,,,
1,ほっかいどう,,字,地,日本列島の四大島の一つ。,1,,
,北海道,,,,このステージのコンセプトとなる地名。,,,
2,こくど,3,字,,国の統治権の及ぶ地域。領土。,1,,
,国土,,,,北海道の広大さは推して知るべし。,,,
3,(しろい)こいびと,,字,,石屋製菓が製造・販売する銘菓。,1,,
,(白い)恋人,,,,,,,
4,(さっぽろ)ゆき(まつり),,字,,毎年2月に札幌市で開催される、,1,,
,(さっぽろ)雪(まつり),,,,雪像展示を中心としたイベント。,,,
5,かいさん,,字,,海でとれること。また、とれたもの。,1,,
,海産,,,,北海道といえば海鮮、という人も多い。,,,
6,なま(キャラメル),,字,,生クリームを多めに加えたキャラメル。,1,,
,生(キャラメル),,,,,,,
7,くま,2(く〇),字,生,クマ科に属する哺乳類の総称。,1,,
,熊,,,,のぼりべつクマ牧場のCMが有名。,,,
8,(じゃが)いも,,字,植,ナス科の多年生生物。,1,,
,(じゃが)芋,,,,北海道は総生産の8割近くを占める。,,,
9,(おおいずみ)ひろし,,字,人,北海道生まれの俳優、タレント。,1,,
,(大泉)洋,,,,またしても何も知らない人。,,,
10,りゅうひょう,,字,,海上を漂流する<海氷|かいひょう>。,1,,
,流氷,,,,日本では北海道でのみ観測可能。,,,
11,さんぽうろく,,字,,柳月が製造・販売する製菓。,1,,
,三方六,,,,,,,
12,さいほくたん,,字,,最も北に位置すること。,1,,
,最北端,,,,当然、北海道は最北端の土地である。,,,
13,ちくさん(ぎょう),,字,,家畜を飼い、肉や乳などを生産し、,1,,
,畜産(業),,,,その利用を図る産業のこと。,,,
14,(クラーク)はかせ、はくし,,字,,アメリカ人の教育者。,1,,
,クラーク博士,,,,札幌農学校の創設者。,,,
15,せきせつ,,字,,地上に積もった雪のこと。,1,,
,積雪,,,,,,,
16,きたきつね,5,字,生,イヌ科の哺乳類。キツネの亜種。,1,,
,北狐,,,,北海道に生息している。,,,
17,(エゾ)しか,,字,生,哺乳鋼偶蹄目シカ科の動物。,1,,
,(エゾ)鹿,,,,北海道の森林や平原に分布する。,,,
18,ちよ(のふじ),,字,人,力士。第58代横綱。,1,,
,千代(の富士),,,,本名は秋元貢。,,,
19,ゆうばり(メロン),,字,,北海道の地域ブランド。,1,,
,夕張(メロン),,,,夕張市で生産されている。,,,
20,さっぽろ(らーめん),,字,,北海道札幌市のご当地ラーメン。,1,,
,札幌(ラーメン),,,,,,,
21,りしり(とう),,字,地,北海道北部、日本海上に位置する島。,2,,
,利尻(島),,,,礼文島の南に位置する。,,,
22,れぶん(とう),,字,地,北海道北部、日本海上に位置する島。,2,,
,礼文(島),,,,利尻島の北に位置する。,,,
23,わっかない,,字,地,北海道、道北地方の地名。,2,,
,稚内,,,,,,,
24,るもい(し),,字,地,北海道、道北地方の地名。,2,,
,留萌(市),,,,,,,
25,ふらの,,字,地,北海道、道北地方の地名。,2,,
,富良野,,,,,,,
26,はこだて(し),,字,地,北海道、道南地方の地名。,2,,
,函館(市),,,,,,,
27,てしかが(ちょう),,字,地,北海道、道東地方の地名。,2,,
,弟子屈(町),,,,,,,
28,あさひかわ(し),,字,地,北海道、道北地方の地名。,2,,
,旭川(市),,,,,,,
29,むろらん(し),,字,地,北海道、道南地方の地名。,2,,
,室蘭(市),,,,,,,
30,とまこまい(し),,字,地,北海道、道南地方の地名。,2,,
,苫小牧(市),,,,,,,
31,ねむろ(し),,字,地,北海道、道東地方の地名。,2,,
,根室(市),,,,,,,
32,ゆに(ちょう),,字,地,北海道、道央地方の地名。,2,,
,由仁(町),,,,,,,
33,おびひろ(し),,字,地,北海道、道東地方の地名。,2,,
,帯広(市),,,,,,,
34,あしょろ(ちょう),,字,地,北海道、道東地方の地名。,2,,
,足寄(町),,,,,,,
35,はまとんべつ(ちょう),,字,地,北海道、道東地方の地名。,2,,
,浜頓別(町),,,,,,,
36,らうす(ちょう),,字,地,北海道、道東地方の地名。,2,,
,羅臼(町),,,,,,,
37,さるふつ(むら),,字,地,北海道、道東地方の地名。,2,,
,猿払(村),,,,,,,
38,あっけし(ちょう),,字,地,北海道、道東地方の地名。,2,,
,厚岸(町),,,,,,,
39,びえい(ちょう),,字,地,北海道、道北地方の地名。,2,,
,美瑛(町),,,,,,,
40,ましけ(むら),,字,地,北海道、道北地方の地名。,2,,
,増毛(村),,,,,,,
41,つきがた(ちょう),,字,地,北海道、道北地方の地名。,2,,
,月形(町),,,,,,,
42,なよろ(し),,字,地,北海道、道北地方の地名。,2,,
,名寄(市),,,,,,,
43,ちとせ(し),,字,地,北海道、道央地方の地名。,2,,
,千歳(市),,,,,,,
44,さまに(ちょう),,字,地,北海道、道東地方の地名。,2,,
,様似(町),,,,,,,
45,とかち(へいや),,字,地,北海道東部の台地性の平野。,2,,
,十勝(平野),,,,,,,
46,しゅまりないこ,,字,地,北海道雨竜郡幌加内町、,2,,
,朱鞠内湖,,,,雨竜川上流に位置する人造湖。,,,
47,しれとこ(はんとう),,字,地,北海道東部の斜里郡斜里町と,2,,
,知床(半島),,,,目梨郡羅臼町にまたがる半島。,,,
48,えりもみさき,,字,地,北海道幌泉郡えりも町えりも岬に属し、,2,,
,襟裳岬,,,,太平洋に面する岬。,,,
49,とうやこ,,字,地,北海道虻田郡洞爺湖町と,2,,
,洞爺湖,,,,有珠郡壮瞥町にまたがる湖。,,,
50,あかんこ,,字,地,北海道東部、釧路市北部に位置する湖。,2,,
,阿寒湖,,,,,,,
51,ごりょうかく,,字,,幕府により箱館の防衛のため、,3,,
,五稜郭,,,,北海道函館市に建設された洋式城郭。,,,
52,えぞち,,字,,現在の北海道を中心に、,3,,
,蝦夷地,,,,樺太 ・千島などを含む地の総称。,,,
53,おおまさあや,,字,人,北海道出身の女優、モデル。,3,,
,大政絢,,,,,,,
54,(わたり)たねもと,,字,人,明治-昭和時代前期の実業家、政治家。,3,,
,(亘理)胤元,,,,,,,
55,いわたさとる,,字,人,大手ゲームメーカー、任天堂の元社長。,3,,
,岩田聡,,,,北海道札幌市出身。,,,
56,ごかってやようかん,,字,,北海道江差町の名物。,3,,
,五勝手屋羊羹,,,,,,,
57,やまおやじ,,字,,北海道で野生の<羆|ひぐま>のこと。,3,,
,山親爺,,,,,,,
58,だんしゃくいも,,字,植,じゃがいもの品種。,3,,
,男爵薯,,,,,,,
59,じんぎすかん(りょうり),,字,,あらかじめ漬け込んだ羊肉や野菜を,3,,
,成吉思汗(料理),,,,鍋などで焼きながら食べる料理。,,,
60,とうもろこし,,字,植,イネ科の一年草。,3,,
,玉蜀黍,,,,北海道で盛んに栽培されている。,,,
61,(おきの)かもめ(のなくこえ),,字,,ソーラン節の一説。,3,,
,(沖の)鴎(の啼く声),,,,,,,
62,はやちね(うすゆきそう),,字,植,キク科の多年草。,3,,
,早池峰(薄雪草),,,,北海道の大平山の岩地に生える。,,,
63,べにずわいがに,,字,生,エビ目カニ下目ズワイガニ属のカニ。,3,,
,紅楚蟹,,,,,,,
64,けいそん,4,字,,サケとマス。,3,,
,鮭鱒,,,,主として北洋漁業で漁獲されるもの。,,,
65,せいかん(トンネル),,字,地,津軽海峡の海底を貫く、,3,,
,青函(トンネル),,,,世界最長の海底鉄道トンネル。,,,
66,にしんごでん,,字,地,北海道の日本海側に建てられた、,3,,
,鰊御殿,,,,網元の居宅兼漁業施設の俗称。,,,
67,ぬさまいばし,,字,地,釧路川に架かる橋。,3,,
,幣舞橋,,,,北海道三大名橋の一つ。,,,
68,らわん(ブキ),,字,,北海道の地域ブランド。,3,,
,螺湾(ブキ),,,,日本トップクラスを誇る大きなフキ。,,,
69,こんせんだいち,,字,地,北海道東部、釧路川以東、,3,,
,根釧台地,,,,根室海峡にかけて展開する広大な台地。,,,
70,(しかべ)かんけつせん,,字,地,北海道茅部郡鹿部町にある温泉。 ,3,,
,(しかべ)間歇泉,,,,,,,
71,ほっきがい,,字,生,ウバガイの異名。,3,,
,北寄貝,,,,,,,
72,ばれいしょ,5(ば〇〇〇〇),字,生,じゃがいものこと。,3,,
,馬鈴薯,,,,,,,
73,ぎんぷう,,字,,北海道で育成された、,3,,
,吟風,,,,酒造好適米の品種のひとつ。,,,
74,とくびれ,4,字,生,カサゴ目トクビレ科の海水魚。,3,,
,特鰭,,,,,,,
75,(ほん)ししゃも,4,字,生,キュウリウオ科に属する魚。,3,,
,(本)柳葉魚,,,,日本では主に北海道で獲れる。,,,
76,ほていうお,5,字,生,ダンゴウオ科の海水魚。,3,,
,布袋魚,,,,日本では主に北海道で獲れる。,,,
77,まりも,3,字,植, 緑藻類シオグサ科の淡水藻。,3,,
,毬藻,,,,阿寒湖に生息する。,,,
78,どさんこ,,字,,北海道産の馬。,3,,
,道産子,,,,また、北海道で生まれた人のこと。,,,
79,かくしょく,,字,,「角型食パン」の略。,3,,
,角食,,,,主に北海道でこの呼び方がされる。,,,
80,たんちょうづる,,字,生,ツル科の鳥。,3,,
,丹頂鶴,,,,北海道の道鳥。,,,
81,はまなす,4,字,植,バラ科の落葉低木、薬用植物。,3,,
,浜茄子,,,,北海道の道花。,,,
82,うばがい,,字,生,ホッキガイの異名。,3,,
,姥貝,,,,,,,
83,ひぐま、しくま、しぐま,3,字,生,クマ科の哺乳類。,3,,
,羆,,,,体長二～二・八メートル。,,,
